ARTIST,LABEL,MEDIA,GENRE,COMMENT,GENERAL INFO,CONDITION
"WAMMACK, Travis",ATLANTIC,Singles: 7-inch,Instrumental,"B-side= ""Upset.""","2322 ""Louie Louie"" ",Mint
WATTS 103rd ST. RHYTHM BAND,KEYMEN,Singles: 7-inch,Instrumental,"B-side= ""Charley.""","108 ""Spreadin' Honey"" ",Very Good
"WATTS, Noble",BATON,Singles: 7-inch,Instrumental,"B-side= ""Midnite Flight.""","249 ""Hard Times"" Note title change.",Very Good
"WEST, Red",DOT,Singles: 7-inch,Instrumental,"Great guitar! B-side= ""Unforgiven.""","16268 ""Midnight Ride"" ",Near Mint
"WEST, Red",SANTO,Singles: 7-inch,Instrumental,"White label promo copy. B-side= ""Bossa Nova Momza.""","9006 ""My Babe"" ",Near Mint
"WILSON, Easy Deal",PARK AVENUE,Singles: 7-inch,Instrumental,"White label promo copy. B-side= ""Dallas"" with scorching guitar.","128 ""Frog   Napping"" ",Very Good +
"WOLFE, Dick, & Wolverines",ADMIRAL,Singles: 7-inch,Instrumental,"Guitar instrumental. Label has some water stains on one side. B-side= ""Polaris."" ","104 ""Sigma 7"" ",Near Mint
"WRAY, Link",CADENCE,Singles: 7-inch,Instrumental,"Small sticker on one side of label. B-side= ""The Swag.""","1347 ""Rumble"" ",Near Mint
"WRAY, Link",EPIC,Singles: 7-inch,Instrumental,"With original Epic sleeve. B-side= ""Dixie-Doodle.""","9300 ""Raw-Hide"" ",Near Mint
"WRAY, Link",EPIC,Singles: 7-inch,Instrumental,"B-side= ""Lillian.""","9321 Comanche"" ",Near Mint
"WRAY, Link",EPIC,Singles: 7-inch,Instrumental,"White label promo copy. B-side= ""Rendezvous.""","9343 ""Slinky"" ",Very Good +
"WRAY, Link",EPIC,Singles: 7-inch,Instrumental,"White label promo copy. B-side= ""Golden Strings- Based On A Chopin Etude."" With original Epic sleeve.","9361 ""Trail of the Lonesome   Pine"" ",Very Good
"VERNON, Ray",MALA,Singles: 7-inch,Instrumental,"DJ Advance copy. Stunning Link Wray blaster. B-side= ""Big City After Dark."" ","456 ""Hold It"" ",Very Good
"WRAY, Link / Red Saunders",OKEH,Singles: 7-inch,Instrumental,White label promo.,"7166 ""Rumble Mambo""/  ""Hambone"" ",Near Mint
"WRAY, Link",RUMBLE,Singles: 7-inch,Instrumental,One side of label has a small sticker and some pencil marks; the other side has some pencil marks. Specks in pictures are dust.,"1000 ""Jack the Ripper"" ",Near Mint
"WRAY, Link",SWAN,Singles: 7-inch,Instrumental,"White label promo copy. Writing on one side of label. Minor label damage around one side of record hole. B-side= ""The Black Widow.""
","4137 ""Jack the Ripper"" ",Very Good ++
"WRAY, Link",SWAN,Singles: 7-inch,Instrumental,White label promo copy. Writing on both sides of label.,"4137 ""Jack the Ripper"" ",Very Good
"WRAY, Link",SWAN,Singles: 7-inch,Instrumental,"B-side= ""Turnpike U.S.A.""","4154 ""Week End"" ",Near Mint
"WRAY, Link",SWAN,Singles: 7-inch,Instrumental,"White label promo copy. X's and numbers written on both sides of label. B-side= ""The Sweeper.""","4163 ""Run Chicken Run"" ",Very Good +
"WRAY, Link",SWAN,Singles: 7-inch,Instrumental,"White label promo copy. X on one side of label. B-side= ""Summer Dream.""","4187 ""Deuces Wild"" ",Very Good +
"WRAY, Link",SWAN,Singles: 7-inch,Instrumental,"B-side= ""Summer Dream.""","4187 ""Deuces Wild"" ",Near Mint
"WRAY, Link",SWAN,Singles: 7-inch,Instrumental,"Two small cut-out holes. B-side= ""I'll Do Anything For You.""","4201 ""Good Rockin'   Tonight"" ",Very Good +
"WRAY, Link",SWAN,Singles: 7-inch,Instrumental,"White label promo copy. B-side= ""Hang On.""","4211 ""Branded"" ",Near Mint
"WRAY, Link",SWAN,Singles: 7-inch,Instrumental,"B-side= ""Alone.""","4244 ""Batman Theme"" ",Near Mint
"WRAY, Link",SWAN,Singles: 7-inch,Instrumental,"Small cut-out hole. B-side= ""Hidden Charms.""","4261 ""Ace of Spades"" ",Near Mint
"WRAY, Link",TRANS ATLAS,Singles: 7-inch,Instrumental,"B-side= ""Poppin' Popeye."" A true Link scarcity.","687 ""Big City  Stomp"" ",Very Good
X-RAYS,KAPP,Singles: 7-inch,Instrumental,"Sticker on one side of label. B-side= ""Out Of Control.""","241 ""Chinchilla"" ",Very Good +
"YOUNG, Reggie",M.O.C.,Singles: 7-inch,Instrumental,"DJ copy. Guitar instrumental. B-side= ""Mr. Chann.""","660 ""Ebb Tide"" ",Very Good
"ADDERLEY, Julian ""Cannonball""",CAPITOL,Singles: 7-inch,Instrumental,"Capitol 5798. ""Mercy, Mercy, Mercy"" and ""Games.""", ,Very Good
"ADDERLEY, Julian ""Cannonball""",CAPITOL,Singles: 7-inch,Instrumental,"Capitol 5877. ""Why?"" and ""I'm On My Way.""", ,Very Good +
"ADDERLEY, Julian ""Cannonball""",RIVERSIDE,Singles: 7-inch,Instrumental,"Riverside 4562. ""Brother John"" and ""Tengo Tango.""", ,Near Mint
"ALLEN, Lee",EMBER,Singles: 7-inch,Instrumental,"Ember 1027. ""Walkin' With Mr. Lee"" and ""Promenade."" Small taped sticker on one side of label.",1027 thru 1047 ,Very Good
"ALPERT, Herb",A&M,Singles: 7-inch,Instrumental,"B-side= ""Acapulco 1922.""","703 ""The Lonely Bull"" ",Near Mint
"ALPERT, Herb",A&M,Singles: 7-inch,Instrumental,"A&M 767. ""El Garbanzo"" and ""Mae.""",706 thru 964 ,Very Good +
"ALPERT, Herb",A&M,Singles: 7-inch,Instrumental,"A&M 775. ""Taste Of Honey"" and ""3rd Man Theme.""",706 thru 964 ,Very Good +
"ALPERT, Herb",A&M,Picture Sleeves,Instrumental,"A&M 840. ""Wade In The Water"" and ""Mexican Road Race.""",792 thru 1225 ,Very Good ++
"ALPERT, Herb",A&M,Picture Sleeves,Instrumental,"A&M 850. ""Casino Royale"" and ""The Wall Street Rag.""",792 thru 1225 ,Very Good +
"ALPERT, Herb",A&M,Picture Sleeves,Instrumental,"A&M 925. ""Cabaret"" and ""Slick.""",792 thru 1225 ,Very Good ++
"ALPERT, Herb",A&M,Picture Sleeves,Instrumental,"A&M 929. ""This Guy's In Love With You"" and ""Quiet Tears.""",792 thru 1225 ,Very Good
"ANTHONY, Ray, & His Orchestra",CAPITOL,Singles: 7-inch,Instrumental,"Capitol 4041. ""Peter Gunn"" and ""Tango For Two."" With original Capitol sleeve.", ,Very Good
APPLEJACKS,CAMEO,Singles: 7-inch,Instrumental,"Cameo 132. ""Dinner With Drac"" and No Name Theme."" Small sticker and tape on one side of label.",100 series ,Very Good
APPLEJACKS,CAMEO,Singles: 7-inch,Instrumental,"Cameo 155. ""Rocka-Conga"" and ""Am I Blue.""",100 series ,Very Good
"ARCARAZ, Luis",RCA,Singles: 7-inch,Instrumental,"RCA Victor 4256. ""Caravan"" and ""Stormy Weather."" With original RCA Victor sleeve.", ,Very Good +
ARISTOCRATS,ARGO,Singles: 7-inch,Instrumental,"Small stickers on both sides of label. B-side= ""Maid Of The Mist.""","5275 ""Vagabonds"" ",Very Good
"ASHBY, Irving",IMPERIAL,Singles: 7-inch,Instrumental,"B-side= ""Motatin'.""","5485 ""Big Guitar"" ",Very Good
ASTROS,GOLDEN STATE,Singles: 7-inch,Instrumental,White label promo copy.,"652 ""Space  Walk"" ",Near Mint
"ATKINS, Chet",RCA,Singles: 7-inch,Instrumental,"RCA Victor 7589. ""Boo Boo Stick Beat"" and ""Django's Castle."" With original RCA Victor sleeve.",7000 & 8000 series ,Very Good +
"ATKINS, Chet",RCA,Singles: 7-inch,Instrumental,"RCA Victor 7684. ""Teensville"" and ""One Mint Julep."" Small sticker on one side of label. With original RCA Victor sleeve.",7000 & 8000 series ,Very Good ++
"ATKINS, Chet",RCA,Singles: 7-inch,Instrumental,"RCA Victor 7796. ""Hocus Pocus"" and ""Theme From The Dark At The Top Of The Stairs."" With original RCA Victor sleeve.",7000 & 8000 series ,Very Good
"ATKINS, Chet",RCA,Singles: 7-inch,Instrumental,"RCA Victor 8590. ""Yakety Axe"" and ""Letter Edged In Black.""",7000 & 8000 series ,Very Good ++
"ATKINS, Chet",RCA,Singles: 7-inch,Instrumental,"RCA Victor 8927. ""La Fiesta"" and ""Prissy."" With original RCA Victor sleeve.",7000 & 8000 series ,Very Good ++
"AUGER, Brian",ATCO,Singles: 7-inch,Instrumental,"Atco 6611. ""In And Out"" and ""Black Cat."" With original Atco sleeve.", ,Mint
"AUSTIN, Sil",MERCURY,Singles: 7-inch,Instrumental,"Mercury 70963. ""Slow Walk"" and ""Wildwood."" With original Mercury sleeve.", ,Very Good
B. BUMBLE & STINGERS,RENDEZVOUS,Singles: 7-inch,Instrumental,"Rendezvous 151. ""Boogie Woogie"" and ""Near You.""", ,Very Good ++
"BAGBY, Doc",VIM,Singles: 7-inch,Instrumental,"","517 ""Dumplins"" ",Near Mint
BAJA MARIMBA BAND,ALMO,Singles: 7-inch,Instrumental,"Almo 201. ""December's Child"" and ""Comin' In The Back Door.""", ,Near Mint
"BALCOM, Bill",DOT,Singles: 7-inch,Instrumental,"B-side= ""Corrido Rock Part 2.""","15711 ""Corrido Rock"" ",Very Good
"BARNUM, H.B.",IMPERIAL,Singles: 7-inch,Instrumental,"White label promo copy. B-side= ""Eternal Love."" With original Imperial sleeve.","66074 ""So What"" ",Near Mint
"BARRY, John, Orchestra",U.A.,Singles: 7-inch,Instrumental,"U.A. 791. ""Goldfinger"" and ""Troubadour.""", ,Very Good
BEGINNING OF THE END,ALSTON,Singles: 7-inch,Instrumental,"","4595 ""Funky Nassau"" ",Near Mint
"BENSON, George",W.B.,Singles: 7-inch,Instrumental,"Warner Bros. 29649. ""In Search Of A Dream"" and ""Inside Love.""", ,Mint
BERLIN PHILHARMONIC,POLYDOR,Singles: 7-inch,Instrumental,With original Polydor sleeve.,"15009 ""2001: A Space  Odyssey"" ",Near Mint
BIG BEATS,COLUMBIA,Singles: 7-inch,Instrumental,"With original Columbia sleeve. B-side= ""Sentimental Journey.""","41179 ""Rush Me"" ",Very Good
"BILK, Mr. Acker",ATCO,Singles: 7-inch,Instrumental,"Atco 6217. ""Stranger On The Shore"" and ""Cielito Lindo."" With original Atco sleeve. ", ,Very Good +
BILLY JOE & CHECKMATES,DORE,Singles: 7-inch,Instrumental,"Writing on both sides of label. Dore 620. ""Percolator"" and ""Round & Round& Round & Round.""", ,Very Good
BILLY JOE & CHECKMATES,DORE,Singles: 7-inch,Instrumental,"Dore 697. ""Forbidden Planet"" and ""Slauson, Baby, Slauson.""", ,Very Good ++
"BLACK, Bill",COLUMBIA,Singles: 7-inch,Instrumental,"Columbia 44983. ""California Dreamin'"" and ""The Funky Train.""", ,Very Good +
"BLACK, Bill",HI,Singles: 7-inch,Instrumental,"Hi 2018. ""Smokie- Part 1"" and ""Smokie- Part 2."" With original Hi sleeve.",2018 thru 2042 ,Very Good
"BLACK, Bill",HI,Singles: 7-inch,Instrumental,"Hi 2021. ""White Silver Sands"" and ""The Wheel."" With original Hi sleeve.",2018 thru 2042 ,Very Good
"BLACK, Bill",HI,Singles: 7-inch,Instrumental,"Hi 2022. ""Josephine"" and ""Dry Bones."" With original Hi sleeve.",2018 thru 2042 ,Near Mint
"BLACK, Bill",HI,Singles: 7-inch,Instrumental,"Hi 2026. ""Rollin'"" and ""Don't Be Cruel."" With original Hi sleeve.",2018 thru 2042 ,Very Good
"BLACK, Bill",HI,Singles: 7-inch,Instrumental,"Hi 2027. ""Blue Tango"" and ""Willie."" With original Hi sleeve.",2018 thru 2042 ,Very Good +
"BLACK, Bill",HI,Singles: 7-inch,Instrumental,"Hi 2042. ""My Girl Josephine"" and ""Twist-Her."" With original Hi sleeve.",2018 thru 2042 ,Very Good +
"BLACK, Bill",HI,Singles: 7-inch,Instrumental,"Hi 2042. ""My Girl Josephine"" and ""Twist-Her."" With original Hi sleeve.",2018 thru 2042 ,Very Good
"BLACK, Bill",HI,Singles: 7-inch,Instrumental,"Hi 2055. ""So What"" and ""Blues For The Red Boy."" With original Hi sleeve.",2052 thru 2115 ,Very Good ++
"BLACK, Bill",HI,Singles: 7-inch,Instrumental,"Hi 2059. ""Joey's Song"" and ""Hot Taco."" With original Hi sleeve.",2052 thru 2115 ,Near Mint
"BLACK, Bill",HI,Singles: 7-inch,Instrumental,"Hi 2085. ""He'll Have To Go"" and ""Come On Home."" With original Hi sleeve.",2052 thru 2115 ,Near Mint
"BLACK, Bill",HI,Singles: 7-inch,Instrumental,"Hi 2115. ""Rambler"" and ""You Call Everybody Darling."" With original Hi sleeve.",2052 thru 2115 ,Very Good
"BLACK, Bill",HI,Singles: 7-inch,Instrumental,"Hi 2124. ""Son Of Smokie"" and ""Peg Leg."" With original Hi sleeve.",2124 thru 2317 ,Very Good +
"BLACK, Bill",HI,Singles: 7-inch,Instrumental,"Hi 2153. ""Bright Lights, Big City"" and ""Red Light."" With original Hi sleeve.",2124 thru 2317 ,Near Mint
"BLACK, Bill",HI,Singles: 7-inch,Instrumental,"Hi 2168. ""Creepin' Around"" and ""Son Of Hickory Holler's Tramp."" With original Hi sleeve.",2124 thru 2317 ,Very Good
"BLACK, Bill",HI,Singles: 7-inch,Instrumental,"Hi 2234. ""Smokey Bourbon Street"" and ""Mighty Fine."" With original Hi sleeve.",2124 thru 2317 ,Near Mint
"BLACK, Bill",HI,Singles: 7-inch,Instrumental,"Hi 2291. ""Back Up And Push"" and ""Almost Persuaded."" With original Hi sleeve.",2124 thru 2317 ,Very Good
"BLACK, Bill",HI,Singles: 7-inch,Instrumental,"Hi 2301. ""Fire On The Bayou"" and ""Memphis Stroll."" With original Hi sleeve.",2124 thru 2317 ,Very Good +
"BLACK, Bill",MEGA,Singles: 7-inch,Instrumental,"Mega 0036. ""Rings"" and ""Cotton Carnival.""", ,Near Mint
"BLACK, Bill",MEGA,Singles: 7-inch,Instrumental,"Mega 0070. ""Harlem Nocturne"" and ""Sassy Pants.""", ,Near Mint
"BLACK, Bill",MEGA,Singles: 7-inch,Instrumental,"DJ copy. Mega 0086. ""Night Train"" and ""Bluff City Cookin'."" With original Mega sleeve.", ,Very Good
"BLEYER, Archie",CADENCE,Singles: 7-inch,Instrumental,"Cadence 1241. ""Hernando's Hideaway"" and ""S'il Vous Plait."" Small sticker on one side of label.", ,Very Good
BOOKER T. & MGs,STAX,Singles: 7-inch,Instrumental,"Grey label. Stax 127. ""Green Onions"" and ""Behave Yourself."" With original Stax sleeve.",100 series ,Very Good +
BOOKER T. & MGs,STAX,Singles: 7-inch,Instrumental,"Stax 131. ""Jellybread"" and ""Aw' Mercy."" ",100 series ,Very Good
BOOKER T. & MGs,STAX,Singles: 7-inch,Instrumental,"Stax 134. ""Home Grown"" and ""Big Train."" ",100 series ,Very Good
BOOKER T. & MGs,STAX,Singles: 7-inch,Instrumental,"Stax 153. ""Soul Dressing"" and ""MG Party."" With original Stax sleeve.",100 series ,Near Mint
BOOKER T. & MGs,STAX,Singles: 7-inch,Instrumental,"Stax 169. ""Boot-Leg"" and ""Outrage."" With original Stax sleeve.",100 series ,Very Good
BOOKER T. & MGs,STAX,Singles: 7-inch,Instrumental,"Stax 211. ""Hip Hug-Her"" and ""Summertime."" With original Stax sleeve.",Except 100 series ,Near Mint
BOOKER T. & MGs,STAX,Singles: 7-inch,Instrumental,"Stax 224. ""Groovin'"" and ""Slim Jenkin's Place."" With original Stax sleeve.",Except 100 series ,Near Mint
BOOKER T. & MGs,STAX,Singles: 7-inch,Instrumental,"Stax 0001. ""Heads Or Tails"" and ""Soul Limbo."" ",Except 100 series ,Very Good +
BOOKER T. & MGs,STAX,Singles: 7-inch,Instrumental,"Stax 0028. ""Time Is Tight"" and ""Johnny, I Love You.""",Except 100 series ,Very Good +
BOOKER T. & MGs,STAX,Singles: 7-inch,Instrumental,"Stax 0073. ""Something"" and ""Sunday Sermon."" With original Stax sleeve.",Except 100 series ,Near Mint
BOOKER T. & MGs,STAX,Singles: 7-inch,Instrumental,"Stax 0082. ""Melting Pot"" and ""Kinda Easy Like.""",Except 100 series ,Very Good ++
BOOKER T. & MGs,STAX,Singles: 7-inch,Instrumental,"Stax 1002. ""Time Is Tight"" and ""Mrs. Robinson."" Red label.",Except 100 series ,Very Good
"BOOKER, James",PEACOCK,Singles: 7-inch,Instrumental,"Peacock 1697. ""Gonzo"" and ""Cool Turkey."" ", ,Very Good
BOSS GUITARS,KAPP,Singles: 7-inch,Instrumental,White label promo copy.,"690 ""Zorba the Greek"" ",Very Good
"BOSTIC, Earl",KING,Singles: 7-inch,Instrumental,"King 4444. ""Sleep"" and ""September Song."" With original King sleeve.","4000 series, except 4491 Black vinyl.",Very Good
"BOSTIC, Earl",KING,Singles: 7-inch,Instrumental,"King 4699. ""Cracked Ice"" and ""My Heart At Thy Sweet Voice."" With original King sleeve.","4000 series, except 4491 Black vinyl.",Very Good
"BOSTIC, Earl",KING,Singles: 7-inch,Instrumental,"White label promo copy. ""Melody Of Love"" and ""Sweet Lorraine."" With original King sleeve.","4000 series, except 4491 Black vinyl.",Very Good
"BOSTIC, Earl",KING,Singles: 7-inch,Instrumental,"King 4883. ""'Cause You're My Lover"" and ""I Love You Truly."" With original King sleeve.","4000 series, except 4491 Black vinyl.",Very Good +
"BOSTIC, Earl, & Bill Doggett",KING,Singles: 7-inch,Instrumental,With original King sleeve.,"4954 ""Bubbins Rock"" ",Very Good
"BOSTIC, Earl",KING,Singles: 7-inch,Instrumental,"King 4978. ""Harlem Nocturne"" and ""I Hear A Rhapsody."" With original King sleeve.","4000 series, except 4491 Black vinyl.",Very Good
"BOSTIC, Earl",KING,Singles: 7-inch,Instrumental,"King 5081. ""Answer Me"" and ""A Gay Day."" With original King sleeve.","4000 series, except 4491 Black vinyl.",Near Mint
"BOSTIC, Earl",KING,Singles: 7-inch,Instrumental,"King 5092. ""Josephine"" and ""Jeannine, I Dream Of Lilac Time."" With original King sleeve.",5000 series ,Near Mint
"BOSTIC, Earl",KING,Singles: 7-inch,Instrumental,"King 5127. ""Honeysuckle Rose"" and ""Back Beat."" With original King sleeve.",5000 series ,Very Good +
"BOSTIC, Earl",KING,Singles: 7-inch,Instrumental,"King 5136. ""Twilight Time"" and ""Over The Waves Rock."" With original King sleeve.",5000 series ,Near Mint
"BOSTIC, Earl",KING,Singles: 7-inch,Instrumental,"King 5144. ""Home Sweet Home Rock"" and ""Pinkie."" ",5000 series ,Very Good
"BOSTIC, Earl",KING,Singles: 7-inch,Instrumental,"King 5161. ""Rockin' With Richard"" and ""Redskin Cha Cha."" With original King sleeve.",5000 series ,Very Good ++
"BOSTIC, Earl",KING,Singles: 7-inch,Instrumental,"King 5190. ""Sweet Pea"" and ""Up There In Orbit."" With original King sleeve.",5000 series ,Near Mint
"BOSTIC, Earl",KING,Singles: 7-inch,Instrumental,"King 5203. Stereo. ""Up There In Orbit (Part 1)"" and ""Up There In Orbit (Part 2)."" With original King sleeve.",5000 series ,Very Good +
"BOSTIC, Earl",KING,Singles: 7-inch,Instrumental,"King 5229. ""Feeling Cool"" and ""Who Cares."" With original King sleeve.",5000 series ,Near Mint
"BOSTIC, Earl",KING,Singles: 7-inch,Instrumental,"King 5362. ""Tuxedo Junction"" and ""Polonaise."" With original King sleeve.",5000 series ,Very Good +
"BOSTIC, Earl",KING,Singles: 7-inch,Instrumental,"King 5454. ""That Old Black Magic"" and ""Full Moon And Empty Arms."" With original King sleeve.",5000 series ,Very Good
"BOSTIC, Earl",KING,Singles: 7-inch,Instrumental,"White label promo copy. King 5711. ""El Choclo Bossa Nova"" and ""My Reverie (Bossa Nova)."" With original King sleeve.",5000 series ,Near Mint
"BRADSHAW, Tiny",KING,Singles: 7-inch,Instrumental,"King 4577. ""Soft"" and ""Strange."" With original King sleeve.","4577 thru 4787 For King 4000 series colored vinyl singles, the price range will double or triple.",Very Good
"BROWN, Boots",RCA,Singles: 7-inch,Instrumental,"RCA Victor 5110. White label promo copy. ""Shortn'in Bread"" and ""Block Buster.""", ,Very Good
"BRUBECK, Dave, Quartet",COLUMBIA,Singles: 7-inch,Instrumental,"Columbia 44834. ""Blues Roots"" and ""Broke Blues.""",42000 thru 44000   series ,Near Mint
"CANNON, Ace",FERNWOOD,Singles: 7-inch,Instrumental,"","135 ""Hoe Down  Rock"" ",Very Good +
"CANNON, Ace",FERNWOOD,Singles: 7-inch,Instrumental,"","137 ""Big Shot"" First issued as by Johnny Cannon.",Very Good
"CANNON, Ace",HI,Singles: 7-inch,Instrumental,"Hi 2040. ""Tuff"" and ""Sittin' Tight."" With original Hi sleeve.",2000 series ,Very Good
"CANNON, Ace",HI,Singles: 7-inch,Instrumental,"Hi 2051. ""Blues (Stay Away From Me)"" and ""Blues In My Heart."" With original Hi sleeve.",2000 series ,Near Mint
"CANNON, Ace",HI,Picture Sleeves,Instrumental,"","2070 ""Swanee River"" ",Near Mint
"CANNON, Ace",HI,Singles: 7-inch,Instrumental,"Hi 2074. ""Searchin'"" and ""Love Letters In The Sand."" With original Hi sleeve.",2000 series ,Near Mint
"CANNON, Ace",HI,Singles: 7-inch,Instrumental,"Hi 2081. ""Empty Arms"" and ""Sunday Blues."" With original Hi sleeve.",2000 series ,Very Good
"CANNON, Ace",HI,Singles: 7-inch,Instrumental,"Hi 2117. ""Wonderland By Night"" and ""As Time Goes By."" With original Hi sleeve.",2100 thru 2300 series ,Very Good
"CANNON, Ace",HI,Singles: 7-inch,Instrumental,"Hi 2127. ""I Walk The Line"" and ""Memory."" With original Hi sleeve.",2100 thru 2300 series ,Very Good
"CANNON, Ace",HI,Singles: 7-inch,Instrumental,"Hi 2136. ""White Silver Sands"" and ""San Antonio Rose."" With original Hi sleeve.",2100 thru 2300 series ,Very Good +
"CANNON, Ace",HI,Singles: 7-inch,Instrumental,"Hi 2155. ""Soul For Sale"" and ""If I Had A Hammer."" With original Hi sleeve.",2100 thru 2300 series ,Near Mint
"CANNON, Ace",HI,Singles: 7-inch,Instrumental,"Hi 2166. ""Amen"" and ""Down By The Riverside."" With original Hi sleeve.",2100 thru 2300 series ,Very Good
"CANNON, Ace",HI,Singles: 7-inch,Instrumental,"Hi 2174. ""Ruby, Don't Take Your Love To Town"" and ""I Can't Stop Loving You."" With original Hi sleeve.",2100 thru 2300 series ,Very Good +
"CANNON, Ace",HI,Singles: 7-inch,Instrumental,"Hi 2180. ""Rainy Night In Georgia"" and ""Lodi."" With original Hi sleeve.",2100 thru 2300 series ,Very Good
"CANNON, Ace",HI,Singles: 7-inch,Instrumental,"Hi 2192. ""Sweet Caroline"" and ""Me & Bobby McGee."" With original Hi sleeve.",2100 thru 2300 series ,Very Good +
"CANNON, Ace",HI,Singles: 7-inch,Instrumental,"Hi 2199. ""Easy Loving"" and ""Misty Blue."" With original Hi sleeve.",2100 thru 2300 series ,Near Mint
"CANNON, Ace",HI,Singles: 7-inch,Instrumental,"Hi 2210. ""Love Sick Blues"" and ""Cold Cold Heart."" With original Hi sleeve.",2100 thru 2300 series ,Very Good +
"CANNON, Ace",HI,Singles: 7-inch,Instrumental,"Hi 2220. ""Wabash Cannonball"" and ""To Get To You."" With original Hi sleeve.",2100 thru 2300 series ,Very Good
